Entity,Code,Year,Solar (TWh growth – sub method),Coal (TWh growth – sub method),Gas (TWh growth – sub method),Other renewables (TWh growth – sub method),Nuclear (TWh growth – sub method),Hydro (TWh growth – sub method),Wind (TWh growth – sub method),Oil (TWh growth – sub method)
Bangladesh,BGD,2010,0.05,-4.939,5.07,0.003,0,0.807,0,4.829
Bangladesh,BGD,2011,0.036,4.24,3.284,0.003,0,0.359,0,13.782
Bangladesh,BGD,2012,0.083,-2.258,17.541,0.003,0,-0.258,0,4.096
Bangladesh,BGD,2013,0.098,4.097,6.165,0.002,0,-0.137,0,-1.365
Bangladesh,BGD,2014,0.093,-5.441,10.695,0.003,0,-0.423,0,7.819
Bangladesh,BGD,2015,0.077,21.711,28.318,0.003,0,0.831,0,4.173
Bangladesh,BGD,2016,0.033,-8.074,5.969,0.002,0,-0.047,0,7.145
Bangladesh,BGD,2017,0.151,1.924,1.417,0,0,0.349,0,9.915
Bangladesh,BGD,2018,0.054,3.554,8.363,0,0,-0.423,0,13.309
Bangladesh,BGD,2019,0.301,11.664,69.27,0,0,-0.113,0,-4.413
Belarus,BLR,1986,0,2.36,1.657,0,0,0,0,53.778
Belarus,BLR,1987,0,-0.761,11.355,0,0,0,0,-3.812
Belarus,BLR,1988,0,1.906,15.717,0,0,0,0,-10.837
Belarus,BLR,1989,0,-0.524,6.122,0,0,0,0,-21.342
Belarus,BLR,1990,0,-3.382,7.943,0,0,0,0,-23.649
Belarus,BLR,1991,0,-1.237,6.024,0,0,-0.006,0,-9.585
Belarus,BLR,1992,0,-3.923,21.83,0,0,-0.003,0,-41.601
Belarus,BLR,1993,0,-2.76,-11.345,0,0,0.006,0,-68.745
Belarus,BLR,1994,0,-5.026,-18.347,0,0,0,0,-32.168
Belarus,BLR,1995,0,-0.694,-12.225,0,0,0.003,0,-12.82
Belarus,BLR,1996,0,2.365,6.122,0,0,-0.011,0,-2.09
Belarus,BLR,1997,0,0.723,17.458,0,0,0.014,0,-15.609
Belarus,BLR,1998,0,-1.593,1.75,0,0,0.019,0,-5.767
Belarus,BLR,1999,0,-0.907,2.621,0,0,-0.025,0,-8.484
Belarus,BLR,2000,0,-0.085,8.724,0,0,0.022,0,-1.794
Belarus,BLR,2001,0,-3.263,-0.871,0,0,0.008,0,-2.306
Belarus,BLR,2002,0,-0.471,4.362,0,0,-0.003,0,3.522
Belarus,BLR,2003,0,-0.461,-2.621,0,0,-0.003,0,1.94
Belarus,BLR,2004,0,-0.151,32.537,0,0,0.013,0.003,-0.155
Belarus,BLR,2005,0,0.754,4.683,0,0,0.008,0,-6.471
Belarus,BLR,2006,0,-0.835,3.921,0.005,0,-0.003,0,14.731
Belarus,BLR,2007,0,0.936,0.768,0.032,0,-0.001,0,-8.88
Belarus,BLR,2008,0,-0.548,4.699,0.05,0,0.01,0,-0.79
Belarus,BLR,2009,0,-0.356,-30.095,0.07,0,0.015,0,14.587
Belarus,BLR,2010,0,0.331,37.964,0.062,0,-0.001,0,-20.902
Belarus,BLR,2011,0,1.511,-15.022,0.027,0,-0.008,0.008,11.852
Belarus,BLR,2012,0,0.181,1.839,-0.001,0,0.077,0.005,22.114
Belarus,BLR,2013,0.001,0.565,-1.398,-0.035,0,0.168,0.005,-37.64
Belarus,BLR,2014,0.004,-0.078,-1.488,-0.009,0,-0.045,0.002,10.897
Belarus,BLR,2015,0.018,-1.073,-12.225,0.037,0,-0.027,0.076,-13.781
Belarus,BLR,2016,0.043,0.85,-1.114,-0.001,0,0.076,0.085,-1.356
Belarus,BLR,2017,0.157,0.325,4.212,0.029,0,0.655,0.059,0.036
Belarus,BLR,2018,0.071,0.495,11.055,0.006,0,-0.207,0.004,6.743
Belarus,BLR,2019,0.003,0.685,-0.508,0.011,0,-0.003,0.017,2.356
Belgium,BEL,1966,0,-19.566,0.592,0,0.017,0.075,0,3.796
Belgium,BEL,1967,0,-3.774,3.729,0,0.244,-0.169,0,19.771
Belgium,BEL,1968,0,6.467,7.244,0,-0.092,0.017,0,34.128
Belgium,BEL,1969,0,-5.374,13.036,0,-0.108,-0.039,0,37.848
Belgium,BEL,1970,0,-11.556,14.417,0,0.097,0.044,0,25.809
Belgium,BEL,1971,0,-32.518,15.063,0,-0.158,-0.311,0,7.691
Belgium,BEL,1972,0,-7.034,14.299,0,0.031,0.128,0,25.966
Belgium,BEL,1973,0,-24.056,13.959,0.322,0.181,-0.025,0,17.162
Belgium,BEL,1974,0,8.74,14.285,-0.022,0.2,0.192,0,-42.95
Belgium,BEL,1975,0,-33.988,-1.162,-0.069,18.433,-0.158,0,-16.194
Belgium,BEL,1976,0,4.225,5.417,-0.072,9.033,-0.206,0,12.993
Belgium,BEL,1977,0,1.491,-1.642,0.528,5.286,0.319,0,-5.173
Belgium,BEL,1978,0,2.549,-0.845,0.036,1.594,-0.003,0,20.741
Belgium,BEL,1979,0,12.391,9.181,0.153,-3.072,0.031,0,-2.033
Belgium,BEL,1980,0,0.979,-4.674,-0.042,3.172,0.122,0,-24.845
Belgium,BEL,1981,0,4.378,-8.051,-0.025,0.861,0.286,0,-25.292
Belgium,BEL,1982,0,0.198,-15.894,-0.681,7.792,-0.133,0,-14.756
Belgium,BEL,1983,0,-18.55,3.123,-0.067,23.45,0.008,0,-24.369
Belgium,BEL,1984,0,17.238,2.642,0.006,10.103,0.042,0,-7.743
Belgium,BEL,1985,0,-0.352,0.414,0.081,19.05,-0.178,0,3.467
Belgium,BEL,1986,0,-18.317,-8.769,0.183,13.314,0.156,0,30.465
Belgium,BEL,1987,0,-0.516,7.922,0.064,7.147,0.239,0.017,1.904
Belgium,BEL,1988,0,1.115,-1.111,0.106,3.153,-0.194,0.006,8.379
Belgium,BEL,1989,0,5.426,9.338,0.031,-5.236,-0.15,-0.003,-4.922
Belgium,BEL,1990,0,11.097,2.454,0.253,4.181,-0.108,0,17.456
Belgium,BEL,1991,0,-5.371,6.38,0.047,0.386,-0.103,0.003,20.303
Belgium,BEL,1992,0,-12.421,3.123,-0.089,1.653,0.311,0.003,5.048
Belgium,BEL,1993,0,-5.582,4.892,-0.061,-4.247,-0.242,-0.003,-5.043
Belgium,BEL,1994,0,7.507,2.483,0,-3.619,0.256,0.003,28.75
Belgium,BEL,1995,0,-4.836,11.95,0.211,2.033,-0.022,0,-3.438
Belgium,BEL,1996,0,-4.422,13.895,-0.019,5.5,-0.275,-0.003,28.096
Belgium,BEL,1997,0,-6.545,-6.376,-0.108,11.311,0.183,0,8.187
Belgium,BEL,1998,0,-0.485,12.599,0.233,-3.453,0.233,0.008,5.478
Belgium,BEL,1999,0,-11.325,9.816,0.381,7.922,-0.133,0.006,-12.769
Belgium,BEL,2000,0,8.532,0.803,0.2,-2.389,0.331,0.008,9.176
Belgium,BEL,2001,0,-4.209,-1.887,0.07,-5.858,-0.061,0.058,5.784
Belgium,BEL,2002,0,-12.058,4.949,0.329,1.947,-0.23,0.054,1.952
Belgium,BEL,2003,0,-2.367,10.341,0.358,-0.781,-0.314,0.083,20.756
Belgium,BEL,2004,0.003,-4.895,3.214,0.472,-1.004,0.185,0.145,4.493
Belgium,BEL,2005,0,-5.289,-2.945,1.47,-0.049,-0.083,0.226,-2.243
Belgium,BEL,2006,0.003,-0.789,4.954,1.67,-3.344,0.185,0.368,-1.441
Belgium,BEL,2007,0.011,-5.09,1.301,0.959,3.423,0.074,0.326,3.647
Belgium,BEL,2008,0.095,-0.671,-1.176,1.881,-7.815,0.049,0.377,20.513
Belgium,BEL,2009,0.325,-18.971,1.726,1.572,3.597,-0.222,0.931,-42.047
Belgium,BEL,2010,1.025,9.255,18.299,0.931,1.122,-0.047,0.756,13.429
Belgium,BEL,2011,1.569,-2.552,-28.8,0.889,-0.011,-0.306,2.623,-26.371
Belgium,BEL,2012,2.503,-2.386,2.16,1.22,-21.207,0.412,1.094,-12.072
Belgium,BEL,2013,1.237,2.288,-2.07,-0.64,5.389,0.053,2.297,9.465
Belgium,BEL,2014,0.576,-1.879,-20.7,-1.375,-23.408,-0.222,2.362,-5.015
Belgium,BEL,2015,0.386,0.209,13.869,2.691,-19.737,0.054,2.355,11.561
Belgium,BEL,2016,0.052,-2.044,3.393,-0.369,43.417,0.125,-0.426,6.104
Belgium,BEL,2017,0.485,-0.768,2.223,0.737,-3.884,-0.255,2.61,6.782
Belgium,BEL,2018,1.429,-0.305,4.626,-0.846,-34.493,0.104,2.268,8.13
Belgium,BEL,2019,0.075,-0.741,5.094,-0.901,37.277,-0.045,5.051,-11.331
Brazil,BRA,1966,0,1.686,0.087,0,0,6.642,0,16.067
Brazil,BRA,1967,0,0.733,0.078,0,0,3.564,0,6.194
Brazil,BRA,1968,0,-0.361,0.039,0,0,3.781,0,40.204
Brazil,BRA,1969,0,2.582,0.039,0,0,5.95,0,23.372
Brazil,BRA,1970,0,3.526,0.055,1.43,0,19.747,0,34.651
Brazil,BRA,1971,0,0.188,0.466,0.33,0,9.439,0,30.377
Brazil,BRA,1972,0,1.503,0.476,0.231,0,20.783,0,49.383
Brazil,BRA,1973,0,-0.517,0.253,0.095,0,20.025,0,87.354
Brazil,BRA,1974,0,1.794,1.855,0.095,0,21.636,0,36.508
Brazil,BRA,1975,0,5.913,0.335,0.228,0,18.356,0,16.206
Brazil,BRA,1976,0,2.501,0.639,-0.008,0,29.517,0,42.3
Brazil,BRA,1977,0,10.66,1.196,0.701,0,29.353,0,12.775
Brazil,BRA,1978,0,7.549,1.906,0.597,0,25.739,0,50.335
Brazil,BRA,1979,0,4.994,0.76,1.234,0,38.428,0,31.684
Brazil,BRA,1980,0,5.716,1.47,0.082,0,34.242,0,-22.489
Brazil,BRA,1981,0,-1.487,-1.044,0.189,0,5.161,0,-29.042
Brazil,BRA,1982,0,3.834,3.913,0.847,0,28.797,0,8.263
Brazil,BRA,1983,0,8.845,4.592,2.239,0,28.731,0,-30.978
Brazil,BRA,1984,0,18.755,2.889,-0.369,4.564,41.994,0,7.104
Brazil,BRA,1985,0,17.957,5.221,0.598,4.828,32.728,0,8.716
Brazil,BRA,1986,0,1.444,4.248,0.352,-8.992,11.233,0,62.267
Brazil,BRA,1987,0,5.562,3.487,1.033,2.303,8.836,0,19.068
Brazil,BRA,1988,0,2.713,0.223,-0.628,-1.014,37.481,0,11.886
Brazil,BRA,1989,0,-0.976,0.852,0.176,3.394,15.547,0,5.257
Brazil,BRA,1990,0,-13.671,-3.094,1.266,1.131,5.606,0,-8.62
Brazil,BRA,1991,0,16.343,1.245,0.39,-2.208,30.761,0,7.74
Brazil,BRA,1992,0,-3.784,4.343,2.583,0.881,15.447,0,54.291
Brazil,BRA,1993,0,3.756,6.351,0.152,-3.658,32.561,0,30.199
Brazil,BRA,1994,0,3.395,3.997,1.123,-1.075,21.222,0,52.572
Brazil,BRA,1995,0,6.398,4.913,0.571,6.844,31.111,0,36.339
Brazil,BRA,1996,0,4.389,5.323,3.219,-0.256,32.956,0.006,55.332
Brazil,BRA,1997,0,0.852,4.997,1.74,2.061,36.675,0.006,69.006
Brazil,BRA,1998,0,-2.931,3.007,0.351,0.267,34.714,0.003,42.086
Brazil,BRA,1999,0,1.768,12.249,2.419,1.978,4.253,-0.008,15.782
Brazil,BRA,2000,0,9.374,19.165,-1.446,5.747,31.675,-0.003,-16.121
Brazil,BRA,2001,0,-2.393,25.817,2.991,22.612,-106.296,0.094,16.941
Brazil,BRA,2002,0,-4.778,22.301,3.228,-1.469,45.178,0.071,-21.15
Brazil,BRA,2003,0,5.408,17.31,4.365,-1.545,48.162,-0.001,-30.462
Brazil,BRA,2004,0,7.238,30.752,1.365,-4.961,35.792,-0.001,33.404
Brazil,BRA,2005,0,-5.572,8.046,2.788,-4.922,39.316,0.085,21.637
Brazil,BRA,2006,0,-2.111,10.427,3.124,10.255,24.626,0.384,20.34
Brazil,BRA,2007,0,8.898,6.319,8.299,-3.96,61.136,1.127,42.578
Brazil,BRA,2008,0,2.261,38.593,4.25,4.07,-17.941,1.362,49.591
Brazil,BRA,2009,0,-30.925,-49.923,7.783,-2.881,50.203,0.125,-10.547
Brazil,BRA,2010,0,38.991,69.082,23.271,3.875,25.782,2.427,104.779
Brazil,BRA,2011,0,11.472,-0.934,1.272,2.714,58.487,1.334,79.632
Brazil,BRA,2012,0.003,-1.873,50.931,7.567,0.73,-40.188,5.998,42.209
Brazil,BRA,2013,0.01,13.847,58.062,12.774,-1.756,-68.787,3.828,79.556
Brazil,BRA,2014,0.029,12.123,22.727,14.915,-0.418,-50.665,14.238,44.784
Brazil,BRA,2015,0.108,1.211,22.811,6.373,-1.863,-40.305,23.634,-93.326
Brazil,BRA,2016,0.065,-19.831,-58.487,2.911,2.622,47.849,29.51,-71.816
Brazil,BRA,2017,1.865,10.125,5.441,3.184,-0.548,-30.646,21.716,19.197
Brazil,BRA,2018,6.523,-1.845,-17.412,2.88,-0.392,39.475,14.546,-57.804
Brazil,BRA,2019,5.171,-11.183,-0.813,4.137,1.072,22.005,17.776,10.695
Bulgaria,BGR,1966,0,2.175,0.277,0,0,0.028,0,6.159
Bulgaria,BGR,1967,0,6.176,1.716,0,0,0.033,0,12.848
Bulgaria,BGR,1968,0,6.745,1.356,0,0,-1.992,0,11.616
Bulgaria,BGR,1969,0,0.454,0.157,0,0,1.483,0,16.941
Bulgaria,BGR,1970,0,8.001,-0.397,0,0,0.869,0,14.76
Bulgaria,BGR,1971,0,-1.21,-0.795,0,0,0.05,0,10.59
Bulgaria,BGR,1972,0,2.826,-0.939,0,0,-0.208,0,4.655
Bulgaria,BGR,1973,0,0.733,0.015,0,0,1.319,0,6.604
Bulgaria,BGR,1974,0,-1.628,2.302,0,2.578,-1.361,0,5.099
Bulgaria,BGR,1975,0,4.547,7.044,0,4.517,1.036,0,7.974
Bulgaria,BGR,1976,0,-6.687,8.462,0,6.764,1.392,0,5.526
Bulgaria,BGR,1977,0,-0.372,5.455,0,2.486,1.597,0,5.8
Bulgaria,BGR,1978,0,6.059,1.685,0,0.072,-1.722,0,4.511
Bulgaria,BGR,1979,0,3.035,1.879,0,0.75,1.117,0,4.762
Bulgaria,BGR,1980,0,4.919,8.212,0,-0.042,1.117,0,3.461
Bulgaria,BGR,1981,0,1.628,3.248,0,8.206,-0.264,0,-17.935
Bulgaria,BGR,1982,0,5.42,4.289,0,4.519,-1.578,0,-4.554
Bulgaria,BGR,1983,0,-0.43,2.262,0,4.367,0.842,0,-4.886
Bulgaria,BGR,1984,0,0.174,2.406,0,1.158,-0.258,0,-5.467
Bulgaria,BGR,1985,0,4.908,4.463,0,1.1,-2.842,0,-10.04
Bulgaria,BGR,1986,0,3.268,-0.373,0,-2.947,0.247,0,6.608
Bulgaria,BGR,1987,0,-0.105,6.138,0,1.017,0.586,0,-5.035
Bulgaria,BGR,1988,0,-8.234,-1.699,0,9.983,0.164,0,7.634
Bulgaria,BGR,1989,0,2.314,1.699,0,-4.067,0.264,0,-3.22
Bulgaria,BGR,1990,0,-18.393,3.594,0,0.275,-2.258,0,-10.364
Bulgaria,BGR,1991,0,-10.196,-9.798,0,-4.114,1.564,0,-38.132
Bulgaria,BGR,1992,0,4.427,-6.098,0,-4.533,-1.05,0,-8.843
Bulgaria,BGR,1993,0,6.921,-3.276,0,6.725,-0.336,0,5.443
Bulgaria,BGR,1994,0,-8.219,0.017,0,3.783,-1.317,0,-4.115
Bulgaria,BGR,1995,0,0.011,9.077,0,5.35,2.35,0,1.693
Bulgaria,BGR,1996,0,-0.379,1.145,0,2.281,1.681,0,-4.82
Bulgaria,BGR,1997,0,12.432,-10.937,0,-0.919,-0.458,0,-15.122
Bulgaria,BGR,1998,0,-4.807,-7.046,0,-2.367,0.953,0,3.281
Bulgaria,BGR,1999,0,-16.995,-4.823,0,-3.014,-0.956,0,-4.793
Bulgaria,BGR,2000,0,-6.06,2.79,0,6.567,-0.222,0,-1.805
Bulgaria,BGR,2001,0,10.235,-5.429,0,3.467,-2.631,0,3.508
Bulgaria,BGR,2002,0,-6.599,-3.246,0,1.486,1.222,0,0.778
Bulgaria,BGR,2003,0,9.189,1.44,0,-8.371,2.236,0,2.033
Bulgaria,BGR,2004,0,-3.822,-0.634,0,-1.559,0.324,0.003,-1.3
Bulgaria,BGR,2005,0,-1.686,6.465,0,4.656,3.09,0.011,5.087
Bulgaria,BGR,2006,0,1.24,0.993,0,1.93,-0.338,0.04,1.855
Bulgaria,BGR,2007,0,10.22,0.262,0,-13.208,-3.694,0.071,-1.209
Bulgaria,BGR,2008,0,-4.305,0.002,0.042,2.72,-0.179,0.197,-2.275
Bulgaria,BGR,2009,0.008,-13.871,-9.658,-0.021,-1.592,1.649,0.3,-5.022
Bulgaria,BGR,2010,0.031,6.254,2.459,0.07,-0.264,4.082,1.154,-5.852
Bulgaria,BGR,2011,0.223,14.097,3.872,0.054,2.517,-5.626,0.456,-2.21
Bulgaria,BGR,2012,1.835,-13.716,-2.082,0.025,-1.619,0.75,0.914,2.009
Bulgaria,BGR,2013,1.388,-11.302,-0.968,0.116,-4.377,2.136,0.373,-3.647
Bulgaria,BGR,2014,-0.298,4.726,-0.183,0.225,4.097,1.274,-0.13,2.891
Bulgaria,BGR,2015,0.312,2.385,2.642,0.173,-1.474,2.602,0.286,6.077
Bulgaria,BGR,2016,-0.013,-10.012,1.247,0.206,0.768,-4.408,-0.09,0.278
Bulgaria,BGR,2017,0.022,4.776,0.886,0.101,-0.809,-2.843,0.177,2.301
Bulgaria,BGR,2018,-0.17,-7.553,-1.907,2.719,1.214,5.721,-0.484,-0.006
Bulgaria,BGR,2019,1.196,-5.515,-1.921,-0.851,0.952,-4.318,-0.039,3.318
Canada,CAN,1966,0,-3.536,20.541,0,0.122,35.867,0,34.444
Canada,CAN,1967,0,-1.628,14.692,0,-0.053,8.122,0,45.844
Canada,CAN,1968,0,15.107,28.604,0,2.125,6.322,0,46.687
Canada,CAN,1969,0,-6.559,32.976,0,-1.081,40.106,0,31.752
Canada,CAN,1970,0,13.502,32.842,0,1.411,20.831,0,53.255
Canada,CAN,1971,0,-9.746,23.327,0,8.972,12.011,0,23.05
Canada,CAN,1972,0,-10.548,46.13,0,8.178,53.272,0,46.483
Canada,CAN,1973,0,5.28,26.384,0,22.342,36.153,0,51.222
Canada,CAN,1974,0,2.919,4.801,0,-1.55,44.481,0,16.5
Canada,CAN,1975,0,-5.013,14.602,0,-5.906,-22.769,0,-20.702
Canada,CAN,1976,0,33.064,4.096,1.964,13.461,28.386,0,53.439
Canada,CAN,1977,0,59.127,22.765,1.006,24.794,20.717,0,9.44
Canada,CAN,1978,0,-48.334,4.667,0.175,13.5,41.964,0,20.773
Canada,CAN,1979,0,-11.874,7.525,0.592,11.303,24.631,0,43.567
Canada,CAN,1980,0,46.144,-3.143,-0.125,7.669,19.519,0,-16.945
Canada,CAN,1981,0,5.426,-14.764,1.661,5.653,41.297,0,-69.589
Canada,CAN,1982,0,14.928,28.48,0.669,-4.806,-22.833,0,-104.833
Canada,CAN,1983,0,12.871,-23.717,-0.15,28.536,22.658,0,-57.421
Canada,CAN,1984,0,33.156,53.626,0.7,10,56.031,0,9.444
Canada,CAN,1985,0,-12.581,26.485,-1.833,23.086,48.672,0.003,1.097
Canada,CAN,1986,0,-22.808,-21.346,0.522,29.85,19.417,0,1.364
Canada,CAN,1987,0,21.601,6.615,1.242,16.65,15.475,0,33.424
Canada,CAN,1988,0,22.934,55.606,0.481,15.572,-24.364,0,46.433
Canada,CAN,1989,0,-0.7,49.306,2.756,-9.862,-47.181,0,35.441
Canada,CAN,1990,0,-17.115,-20.177,1.325,-19.047,14.538,0.003,-14.004
Canada,CAN,1991,0,-10.107,4.406,0.083,32.997,32.202,0,-53.617
Canada,CAN,1992,0.006,5.713,38.543,1.336,-11.991,21.941,0.159,17.964
Canada,CAN,1993,0,-34.899,41.528,0.978,36.839,19.553,0,3.514
Canada,CAN,1994,0,16.659,25.447,2.544,38.333,15.671,0,16.171
Canada,CAN,1995,0.005,13.264,24.99,3.902,-27.556,17.234,0,36.66
Canada,CAN,1996,0.006,6.397,13.063,1.085,-14.006,57.034,0.008,27.344
Canada,CAN,1997,0.003,14.216,15.474,1.777,-28.243,-16.423,0,39.179
Canada,CAN,1998,0.009,22.688,-13.484,2.275,-30.45,-49.471,0,21.571
Canada,CAN,1999,0.009,-13.414,54.341,-0.123,5.52,39.252,0.278,20.879
Canada,CAN,2000,0.009,19.615,50.293,-0.073,-1.906,32.665,0.283,-0.069
Canada,CAN,2001,0.008,14.057,-51.785,1.923,9.372,-76.088,0.175,15.911
Canada,CAN,2002,0.008,2.278,34.243,0.853,-4.542,42.777,0.203,30.977
Canada,CAN,2003,0,-0.775,23.183,-1.89,-3.03,-41.924,0.769,39.495
Canada,CAN,2004,-0.023,-22.432,-19.65,0.885,40.36,0.282,0.678,42.51
Canada,CAN,2005,0.011,0.631,-12.741,-1.917,2.879,57.569,1.617,-10.755
Canada,CAN,2006,0.011,-10.319,-12.985,-0.734,14.179,-30.363,2.369,-14.653
Canada,CAN,2007,0.016,13.055,56.557,-0.008,-13.422,33.242,1.365,35.716
Canada,CAN,2008,0.016,-10.321,-15.666,-2.819,5.095,19.979,2.093,-15.317
Canada,CAN,2009,0.194,-68.776,-27.701,2.397,-17,-29.238,7.423,-70.169
Canada,CAN,2010,0.376,14.889,17.148,3.39,0.028,-51.048,5.323,84.804
Canada,CAN,2011,0.818,-30.041,92.503,-0.381,6.11,57.487,3.656,30.623
Canada,CAN,2012,0.788,-12.837,-3.213,1.643,1.797,5.802,2.732,-37.309
Canada,CAN,2013,1.568,-3.618,70.539,0.142,20.346,23.598,-0.601,0.6
Canada,CAN,2014,1.557,-13.244,53.289,-3.326,8.132,-29.642,4.083,19.743
Canada,CAN,2015,1.929,2.999,1.603,0.337,-15.36,-6.574,35.6,-30.656
Canada,CAN,2016,0.904,-14.02,-35.667,3.302,-2.462,2.425,9.572,19.851
Canada,CAN,2017,0.724,-0.779,31.355,-1.441,-1.812,17.186,0.994,1.025
Canada,CAN,2018,0.627,-35.769,89.575,-2.177,-2.871,-27.413,3.697,39.969
Canada,CAN,2019,1.105,-25.539,20.331,1.816,0.209,-13.198,2.137,-24.966
Chile,CHL,1966,0,0.407,0.274,0,0,0.594,0,3.942
Chile,CHL,1967,0,0,-0.733,0,0,0.242,0,2.002
Chile,CHL,1968,0,0,-0.831,0,0,-1.917,0,2.555
Chile,CHL,1969,0,0,1.544,0,0,1.275,0,3.249
Chile,CHL,1970,0,0.965,-0.01,0,0,0.786,0,2.968
Chile,CHL,1971,0,-0.512,0.127,0.183,0,1.394,0,6.067
Chile,CHL,1972,0,-2.5,-0.587,-0.025,0,2.558,0,3.702
Chile,CHL,1973,0,1.023,-1.281,-0.017,0,-0.375,0,-3.186
Chile,CHL,1974,0,-0.675,0.196,-0.014,0,2.136,0,-2.688
Chile,CHL,1975,0,-2.466,0.655,0.014,0,0.067,0,-7.733
Chile,CHL,1976,0,0.093,0.508,0.061,0,0.586,0,3.157
Chile,CHL,1977,0,0.756,0.176,0.019,0,1.028,0,1.362
Chile,CHL,1978,0,-0.267,-0.411,0.031,0,0.783,0,5.354
Chile,CHL,1979,0,1.105,1.065,0.008,0,0.547,0,0.578
Chile,CHL,1980,0,1.198,0.166,0.031,0,1.175,0,0.761
Chile,CHL,1981,0,-0.023,-0.108,0.014,0,0.775,0,2.096
Chile,CHL,1982,0,-4.222,0.244,0.075,0,2.122,0,-7.419
Chile,CHL,1983,0,1.675,0.567,0.197,0,1.942,0,-1.674
Chile,CHL,1984,0,3.524,0.176,-0.019,0,1.006,0,0.028
Chile,CHL,1985,0,0.012,-0.01,-0.017,0,3.042,0,-1.533
Chile,CHL,1986,0,-0.686,-0.674,0.236,0,2.111,0,3.855
Chile,CHL,1987,0,0.395,-0.215,-0.025,0,2.758,0,2.635
Chile,CHL,1988,0,5.257,2.845,0.156,0,-0.736,0,6.276
Chile,CHL,1989,0,6.536,5.523,-0.017,0,-5.597,0,7.209
Chile,CHL,1990,0,5.147,1.134,1.783,0,-4.449,0,4.185
Chile,CHL,1991,0,-5.406,2.936,0.194,0,11.651,0,9.127
Chile,CHL,1992,0,-3.368,2.306,1.972,0,10.012,0,7.367
Chile,CHL,1993,0,0.192,0.772,0.019,0,1.325,0,8.637
Chile,CHL,1994,0,3.896,-0.8,0.1,0,-0.644,0,7.728
Chile,CHL,1995,0,1.999,-0.907,0.258,0,3.967,0,11.142
Chile,CHL,1996,0,10.648,0.34,-0.392,0,-4.279,0,7.627
Chile,CHL,1997,0,11.545,7.633,0.014,0,5.749,0,9.9
Chile,CHL,1998,0,-2.944,10.972,-1.617,0,-8.35,0,3.136
Chile,CHL,1999,0,1.497,14.557,0.803,0,-6.556,0,1.642
Chile,CHL,2000,0,-10.987,15.812,-0.208,0,15.289,0,-3.292
Chile,CHL,2001,0,-8.049,9.361,0.825,0,6.828,0.019,-6.924
Chile,CHL,2002,0,0.233,0.676,0.239,0,3.746,0,5.91
Chile,CHL,2003,0,-1.297,6.562,-0.266,0,-1.999,0,-4.836
Chile,CHL,2004,0,4.473,7.411,0.88,0,-4.815,-0.006,8.225
Chile,CHL,2005,0,-0.653,-3.073,-0.683,0,12.031,0.005,5.436
Chile,CHL,2006,0,7.968,-6.794,-0.99,0,6.623,0,16.72
Chile,CHL,2007,0,7.483,-34.602,3.336,0,-16.091,0.011,47.898
Chile,CHL,2008,0,3.296,-22.03,2.311,0,4.73,0.071,8.287
Chile,CHL,2009,0,-4.36,0.298,-0.574,0,2,0.107,-5.229
Chile,CHL,2010,0,5.772,29.448,0,0,-9.322,0.641,-24.93
Chile,CHL,2011,0,14.757,0.968,2.283,0,-3.584,0.027,17.724
Chile,CHL,2012,0.001,11.112,-5.357,4.231,0,-1.218,0.177,-0.019
Chile,CHL,2013,0.016,9.689,0.117,2.244,0,-0.965,0.344,-7.378
Chile,CHL,2014,1.15,0.77,-9.137,-4.957,0,7.68,2.277,-5.741
Chile,CHL,2015,2.273,-3.503,4.254,1.382,0,1.109,1.677,1.917
Chile,CHL,2016,2.973,1.206,10.92,2.824,0,-10.239,0.816,11.925
Chile,CHL,2017,3.326,3.429,-3.017,1.718,0,3.796,2.898,-9.091
Chile,CHL,2018,2.982,-3.128,7.991,4.136,0,4.761,-0.147,5.868
Chile,CHL,2019,2.879,-7.526,0.676,1.984,0,-6.439,4.207,2.871
China,CHN,1966,0,92.807,2.419,0,0,1.08,0,36.737
China,CHN,1967,0,-158.168,1.209,0,0,-8.618,0,-2.107
China,CHN,1968,0,-9.42,-0.605,0,0,9.686,0,15.342
China,CHN,1969,0,260.687,5.644,0,0,1.08,0,61.01
China,CHN,1970,0,413.04,9.172,0,0,2.161,0,92.001
China,CHN,1971,0,295.228,8.768,0,0,13.995,0,119.532
China,CHN,1972,0,128.046,11.087,0,0,10.766,0,68.119
China,CHN,1973,0,30.82,11.49,0,0,10.766,0,114.287
China,CHN,1974,0,-25.179,15.622,0,0,13.467,0,95.09
China,CHN,1975,0,299.647,13.304,0,0,5.377,0,75.005
China,CHN,1976,0,64.954,12.598,0,0,1.62,0,115.108
China,CHN,1977,0,272.375,20.359,0,0,5.389,0,51.855
China,CHN,1978,0,293.658,16.227,0,0,-8.078,0,105.595
China,CHN,1979,0,113.509,7.861,0,0,14.805,0,2.663
China,CHN,1980,0,136.314,-2.419,0,0,26.848,0,-67.579
China,CHN,1981,0,-18.824,-15.42,0,0,20.256,0,-51.315
China,CHN,1982,0,204.643,-8.164,0,0,24.724,0,-9.488
China,CHN,1983,0,264.167,2.822,0,0,33.342,0,20.992
China,CHN,1984,0,349.262,2.217,0,0,1.105,0,35.885
China,CHN,1985,0,397.998,5.039,0,0,15.48,0,47.463
China,CHN,1986,0,215.16,8.365,0,0,6.003,0,67.315
